Departement,URL,Titre,Type_Bien,Localisation,Prix,Surface_m2,Nb_Pieces,Description,Ville,prix_m2,latitude,longitude
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-06-75006/1576060,Achat :Appartement T3- Paris 6 - Paris (75),Appartement T3,- Paris 6 - Paris (75),1185000,69.0,3,"EXCLUSIVITÉ – Rue Mazarine / Paris 6
Au 3ᵉ étage d’un immeuble du XVIIIᵉ siècle, appartement traversant, calme et lumineux.
Entrée, vaste séjour de 42 m² avec cheminée, cuisine ouverte équipée, chambre, salle de bains, WC séparés.
Buanderie indépendante à l’étage inférieur.
Tomettes anciennes – Belle hauteur sous plafond – Lumineux et traversant
Une adresse recherchée au cœur de Saint-Germain-des-Prés.",Paris 6,17173.91,48.8493765,2.3322544
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-14-75014/1856842,Achat :Appartement T1- Paris 14 - Paris (75),Appartement T1,- Paris 14 - Paris (75),273000,34.29,1,"Paris 14ème – Rue du Père Corentin - Parc Montsouris.
Au 1er étage d’un immeuble ancien, appartement de 1/2 pièces à rénover d’une superficie de 34,29 m² (loi Carrez).
Il se compose d’une entrée, d’une pièce principale lumineuse (possibilité de créer une deuxième pièce), d’une cuisine séparée, ainsi que d’une salle d’eau avec toilettes.
Une cave complète ce bien.",Paris 14,7961.5,48.8295585,2.323974
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-15-75015/1762367,Achat :Appartement T3- Paris 15 - Paris (75),Appartement T3,- Paris 15 - Paris (75),647900,67.0,3,"APPARTEMENT A VENDRE A PARIS 15EME EN EXCLUSIVITE ! N'attendez plus pour découvrir cet agréable appartement de type 3 d'environ 67 m2, au troisième étage avec ascenseur d'un immeuble datant de 1976 et pourvu d'un parking en souterrain et d'une cave. Il se compose de : Entrée avec placards, cuisine séparée, salon-séjour se prolongeant vers un balcon exposé sud-ouest, une pièce dressing, dégagement, une salle d'eau, WC et une chambre avec balcon.
Possibilité de créer une deuxième chambre au besoin. Chauffage électrique, chauffe-eau collectif.
Emplacement idéal pour vivre à deux pas des commodités.
Classe énergie : E - Prix de vente : 620 000  + Honoraires de négociation en sus : 27 900  - Réf : 69. (4.50 % d'honoraires TTC à la charge de l'acquéreur.)",Paris 15,9670.15,48.8414302,2.2961649
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-13-75013/1866408,Achat :Appartement T2- Paris 13 - Paris (75),Appartement T2,- Paris 13 - Paris (75),449900,42.0,2,"Paris 13ème, quartier Jeanne d'Arc.
Idéal premier achat, un pied-à-terre ou un investissement de grande qualité, cet appartement refait à neuf par une architecte d'intérieur saura vous séduire ! Idéalement situé à proximité immédiate des commerces et des transports, il vous offre un cadre de vie pratique et agréable.
Au 3éme étage d'un immeuble bien entretenu datant des années 70, ce magnifique deux pièces lumineux propose un agencement optimisé grâce à ses nombreux aménagements sur mesure.
Il se compose d'une entrée avec placards, d'un séjour confortable avec sa bibliothèque intégrée, d'une cuisine ouverte de qualité entièrement aménagée et équipée, d'une chambre avec rangements et d'une salle de douche avec toilettes. La pièce de vie et la chambre donnent sur un balcon de 8,5 m2.
En parfait état. Une cave et une place de stationnement en sous-sol viennent compléter ce bien.
Appartement coup de coeur!
Le bien est soumis au statut de copropriété. L'immeuble est très bien entretenu, avec gardien. Les parties communes viennent d'être refaites.
Le système de chauffage est individuel, le système d'eau chaude est collectif.
Charges annuelles environ 1690 euros.",Paris 13,10711.9,48.8298445,2.3630439
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-15-75015/1870404,Achat :Appartement T3- Paris 15 - Paris (75),Appartement T3,- Paris 15 - Paris (75),692000,71.08,3,"Métro VOLONTAIRES, rue de Vaugirard.
A proximité immédiate des commerces et des transports dans un quartier vivant.
Au huitième étage avec ascenseur, dans un immeuble de 1972, de très bon standing avec gardienne.
L'appartement est bien agencé, lumineux et dispose de vues très dégagées, des travaux de rafraichissement sont à prévoir.
Il se compose d'une entrée, un séjour de 25,58 m², une cuisine séparée, un dégagement avec rangements desservant deux chambres de 10m², une salle d'eau et un wc séparé.
Au sous-sol, une cave complète ce bien.
Double vitrage, eau chaude et chauffage collectifs. Chaudière collective Gaz datant de 2021.
Charges mensuelles 347 euros.
DPE D",Paris 15,9735.51,48.8414302,2.2961649
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-07-75007/1866992,Achat :Appartement T8- Paris 7 - Paris (75),Appartement T8,- Paris 7 - Paris (75),3600000,241.59,8,"Paris 7ème – Invalides / Avenue Constant Coquelin.
Exclusivité - Au 6ème et dernier étage noble d’un élégant immeuble en pierre de taille de bon standing, doté d’un ascenseur s'arrêtant au 5ème étage et d’un gardien, découvrez ce bel appartement familial et de réception de 241,59m² (loi Carrez) à rénover. Bénéficiant d’une belle hauteur sous plafond de 3m, d’une luminosité remarquable et de beaux éléments d’origine, il s’ouvre sur une élégante galerie d’entrée menant à deux vastes séjours prolongés par un large balcon filant de 16,45 m². Il comprend également une salle à manger, une cuisine indépendante, 3/4 chambres, un bureau, deux salles de bains (dont une avec WC), de nombreux rangements et des WC séparés.
Au 7ème étage, trois chambres de service réunissables de 7,89m², 10,73m² et 7,24m² (Carrez) complètent ce bien rare, ainsi que deux caves en sous-sol.
Un double box en enfilade, situé à proximité, peut être vendu en sus du prix.",Paris 7,14901.28,48.854909,2.3128667
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-14-75014/1869325,Achat :Appartement T3- Paris 14 - Paris (75),Appartement T3,- Paris 14 - Paris (75),995000,87.59,3,"VENTE DE LA NUE-PROPRIÉTÉ
Prix : 995 000 € FAI
Valorisation tenant compte de l’usufruit non vendu sur la tête d'un homme de 92 ans (né en août 1933)
Duplex de 87,59 m² carrez situé aux 5ème et 6ème étages (+ terrasse au 7ème étage d'environ 40m²), comprenant :
- au 5ème étage : entrée, cuisine, salle à manger, bureau, salle d'eau
- au 6ème étage : séjour, alcôve, chambre, dégagement, salle de bains, WC, balcon de 5m² et terrasse de 11m² de l'autre côté.
Deux terrasses en jouissance exclusive, une cave et une place de parking complètent ce bien rare !
Chauffage collectif au gaz",Paris 14,11359.74,48.8295585,2.323974
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-15-75015/1766488,Achat :Appartement T1- Paris 15 - Paris (75),Appartement T1,- Paris 15 - Paris (75),85000,6.55,1,"A VENDRE A PARIS 15EME, CHAMBRE DE SERVICE AU 7EME ET DERNIER ETAGE, dans un immeuble de haut standing, d'une superficie habitable d'environ 6,55 m2, et d'environ 10,65 m2 au sol. Il se compose d'une pièce principale sur parquet avec douche, kitchenette, les WC sont communs sur le palier. Huisseries en double vitrage PVC. 7ème étage sans ascenseur. Proche toutes commodités (transports aux pieds, commerces à deux pas, et TOUR EIFFEL à moins de 10 minutes à pieds, GARE MONTPARNASSE à 12 minutes en métro). BIEN NON LOUABLE ! IDEAL POUR PIED A TERRE, RESIDENCE SECONDAIRE !  Emplacement idéal.
Classe énergie : G - Prix de vente : 80.000  + Honoraires de négociation en sus : 5.000  - Réf : 72. (6.25 % d'honoraires TTC à la charge de l'acquéreur.)",Paris 15,12977.1,48.8414302,2.2961649
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-14-75014/1847665,Achat :Appartement T2- Paris 14 - Paris (75),Appartement T2,- Paris 14 - Paris (75),239870,32.51,2,"Situé au 197 rue Raymond Losserand, dans le 14e arrondissement de Paris, cet appartement de 2 pièces offre une surface de 32,51 m² et est actuellement loué.
Il se trouve au 2ᵉ étage d’un immeuble bien entretenu.
Il se compose d’une entrée, d’une cuisine indépendante, d’un séjour lumineux, d’une chambre, ainsi que d’une salle de bains avec WC.
À seulement 300 mètres du métro Porte de Vanves (ligne 13), l’appartement bénéficie d’un emplacement idéal, bien desservi par les transports en commun et proche de toutes commodités.
Actuellement loué : 777 € / mois + 66 € de provisions sur charges
Chauffage électrique
Taxe foncière : 456 € / an
Charges de copropriété : 422 € / trimestre
Prix 239 870 €.
Ce bien représente une opportunité d’investissement locatif dans un quartier dynamique, bien desservi par les transports et proche de toutes commodités.",Paris 14,7378.35,48.8295585,2.323974
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-20-75020/1850108,Achat :Appartement T2- Paris 20 - Paris (75),Appartement T2,- Paris 20 - Paris (75),307000,33.6,2,"Vendu LOUÉ. Paris 20ème, Gambetta, dans un immeuble ancien à deux pas de la Place, appartement de 33,6m² au 5ème étage avec ascenseur. Plan en étoile pour cet appartement vendu loué 987 +105 de charges/mois, jusqu'au 02/12/2027. Il comprend : entrée, dégagement, séjour, cuisine séparée, chambre et salle d'eau avec WC. Les pièces principales donnent sur cour, au calme et sont exposées Sud-Ouest ! Métro Gambetta lignes 2, 3 et 3bis, bus 26, 60, 64 et 69 et commerces au pied de l'immeuble ! Plan sur demande. Vendu avec cave et emplacement de parking dans immeuble voisin. (5.86 % d'honoraires TTC à la charge de l'acquéreur.)",Paris 20,9136.9,48.8618219,2.4010758
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-15-75015/1688568,Achat :Appartement T2- Paris 15 - Paris (75),Appartement T2,- Paris 15 - Paris (75),438880,44.0,2,"À VENDRE : Appartement idéalement situé dans le 15ème arrondissement de Paris, à 5 minutes de la Médiathèque Marguerite-Yourcenar, à 4 minutes du métro Vaugirard, et à seulement 22 minutes à pied de la gare Montparnasse.
Ce bien, situé au 2ème étage avec ascenseur, offre une entrée avec placard, un séjour/salle à manger lumineux avec balcon, une cuisine séparée, une chambre avec balcon, une salle de bains et des WC séparés.
Une cave est également incluse.
Classe énergétique : F.
Charges annuelles 2024 :2.564euros (incluant l'eau chaude, le chauffage, le fonds de travaux, l'ascenseur et les charges de copropriété).
Une opportunité rare dans un quartier très prisé et proche de toutes commodités !",Paris 15,9974.55,48.8414302,2.2961649
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-12-75012/1844443,Achat :Appartement T3- Paris 12 - Paris (75),Appartement T3,- Paris 12 - Paris (75),459800,47.0,3,"NOUVEAUTE - EXCLUSIVITE - BASTILLE  - QUINZE VINGTS -  CANAL ST MARTIN  -  T3 SUD
Quartier QUINZE VINGTS,  rue Jules César, dans un immeuble Haussmannien en très bon état, beau T3 d'une surface de 47 m² et comprenant :
Entrée avec placard, cuisine aménagée, séjour et salon SUD (ou 2e chambre), une chambre avec placards et salle d'eau privative , WC.
Appartement traversant.
Cave sur dalle béton
Local vélos.
Immeuble sécurisé.
METRO BASTILLE : (lignes 1, 5 et 8) et QUAI DE LA RAPÉE (ligne 5).
A 10 min à pied de la gare de Lyon (RER A, lignes de métro 1 et 14)
Proximité commerces.
Libre à la vente.  (4.50 % d'honoraires TTC à la charge de l'acquéreur.)",Paris 12,9782.98,48.8352003,2.4451359
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-18-75018/1870139,Achat :Appartement T3- Paris 18 - Paris (75),Appartement T3,- Paris 18 - Paris (75),853875,75.04,3,"Bel appartement T3, plein de charme, situé sur le square Clignancourt — lumineux, au calme, dans un bel immeuble ancien.L’appartement comprend un salon exposé sur le square, offrant une belle vue dégagée, deux chambres, une salle d’eau et une cuisine séparée. Un petit balcon complète le tout.Moulures, cheminées d’origine, belle hauteur sous plafond — un appartement chargé de cachet, typique de l’ancien. Salon lumineux avec vue sur le square, charme de l’ancien ( Moulures, cheminée) La cuisine et la salle d’eau sont à rafraîchir
Gardien à demeure",Paris 18,11378.93,48.8916223,2.3479768
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-09-75009/1869498,Achat :Appartement T2- Paris 9 - Paris (75),Appartement T2,- Paris 9 - Paris (75),439000,40.73,2,"PIGALLE
Rue Mansart, dans le quartier de South Pigalle, se trouve cet appartement 2 pièces au rez de chausée sur une cour au calme, d'une superficie 40,73m2 carrez, 41,32m2 au sol.
Il se compose d'une entrée desservant un salon avec la cuisine ouverte, une chambre avec de nombreux rangements, et une salle de bains avec toilette.
L'appartement est en bon état général, aucun travaux à prévoir.
Chauffage individuel électrique - Gardienne",Paris 9,10778.3,48.8770673,2.3379172
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-05-75005/1770700,Achat :Appartement T2- Paris 5 - Paris (75),Appartement T2,- Paris 5 - Paris (75),418000,32.56,2,"SOUS OFFRE - Au cœur du 5ème Arrondissement, secteur Henri IV / Panthéon, de nombreux lieux d’enseignement (Ecole Polytechnique, Sorbonne, lycée Louis-le-Grand) et de toutes les commodités : venez découvrir cet appartement T2 de 32.56 m² Carrez au 3ème étage comprenant entrée, séjour et chambre en façade sur rue, cuisine indépendante aménagée et équipée, et salle d’eau avec wc.
A voir sans attendre !
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques.",Paris 5,12837.84,48.8454189,2.3525824
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-18-75018/1829507,Achat :Appartement T2- Paris 18 - Paris (75),Appartement T2,- Paris 18 - Paris (75),299250,30.81,2,"Appartement deux pièces, secteur Lamarck - Paris 18ème
L'appartement se situe dans une jolie copropriété à 50m du métro Lamarck Caulaincourt ( rue de la Fontaine du But ), au 3ème étage par escalier.
Il se compose d'une entrée, d'une salle de bain avec commodité et douche, une cuisine ouverte sur le salon et une chambre donnant sur rue.
Une cave complète ce bien.
Charge de copropriété annuelles: 1 500€",Paris 18,9712.76,48.8916223,2.3479768
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-15-75015/1859923,Achat :Appartement T4- Paris 15 - Paris (75),Appartement T4,- Paris 15 - Paris (75),988000,91.68,4,"Un bel appartement traversant, calme et très lumineux, idéalement situé au premier étage.
L’entrée dessert une cuisine indépendante et un vaste séjour prolongé par un grand balcon filant. Le plan offre la possibilité d’ouvrir le salon sur l’actuelle salle à manger ou chambre/bureau, permettant un espace de réception encore plus généreux.
L’appartement comprend trois chambres — deux donnant sur un jardin arboré, la troisième sur rue — ainsi que deux salles de bains (dont une avec w.c.) et un second w.c. indépendant. De nombreux rangements optimisent l’ensemble.
Une cave située au premier sous-sol et une place de parking au deuxième sous-sol complètent utilement ce bien familial.",Paris 15,10776.61,48.8414302,2.2961649
75,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/paris-08-75008/1869754,Achat :Appartement T1- Paris 8 - Paris (75),Appartement T1,- Paris 8 - Paris (75),581000,23.74,1,"Situé sur la très prisée Rue Royale, entre la Madeleine et la Place de la Concorde, au cœur du triangle d’or parisien, ce charmant studio de 23,74 m² prend place dans une résidence récente de standing construite en 1994, parfaitement entretenue.
L’appartement se compose d’un espace de vie raffiné et fonctionnel, d’une salle d’eau élégante et de WC séparés. En excellent état, il bénéficie de double vitrage et d’un chauffage électrique individuel, assurant un confort optimal dans un environnement calme et sécurisé.
Une cave privative complète ce bien rare, apportant un espace de rangement recherché au cœur de Paris.
Adresse emblématique, à proximité immédiate des palaces, boutiques de luxe, restaurants renommés, institutions culturelles et transports.
Diagnostic de Performance Énergétique :
Consommation : Classe E – 264 kWh/m²/an
Émissions : Classe B – 8 kg CO₂/m²/an
Produit rare sur le marché, idéal pour une clientèle internationale, en pied-à-terre de prestige, résidence secondaire, ou investissement patrimonial de qualité",Paris 8,24473.46,48.8733792,2.3111527
